user_id,primary_device,churned_id
U100153,Tablet,0
U100154,Tablet,0
U100155,Smart TV,0
U100156,Laptop,0
U100157,Tablet,0
U100158,Smart TV,0
U100159,Mobile,1
U100160,Laptop,0
U100161,Laptop,1
U100162,Laptop,0
U100163,Smart TV,0
U100164,Tablet,0
U100165,Smart TV,0
U100166,Mobile,0
U100167,Laptop,0
U100168,Mobile,1
U100169,Tablet,0
U100170,Tablet,0
U100171,Smart TV,0
U100172,Smart TV,0
U100173,Tablet,0
U100174,Mobile,1
U100175,Smart TV,0
U100176,Mobile,0
U100177,Tablet,0
U100178,Smart TV,0
U100179,Laptop,1
U100180,Smart TV,1
U100181,Laptop,0
U100182,Laptop,0
U100183,Smart TV,0
U100184,Mobile,0
U100185,Tablet,0
U100186,Mobile,1
U100187,Tablet,0
U100188,Smart TV,0
U100189,Mobile,0
U100190,Mobile,1
U100191,Smart TV,0
U100192,Tablet,0
U100193,Smart TV,0
U100194,Laptop,0
U100195,Laptop,0
U100196,Tablet,0
U100197,Smart TV,0
U100198,Tablet,0
U100199,Tablet,0
U100200,Smart TV,0
U100201,Mobile,0
U100202,Laptop,0
U100203,Mobile,0
U100204,Mobile,0
U100205,Smart TV,0
U100206,Smart TV,1
U100207,Smart TV,0
U100208,Smart TV,0
U100209,Laptop,0
U100210,Smart TV,0
U100211,Laptop,1
U100212,Smart TV,0
U100213,Laptop,0
U100214,Tablet,0
U100215,Laptop,1
U100216,Smart TV,0
U100217,Laptop,0
U100218,Laptop,0
U100219,Mobile,0
U100220,Mobile,1
U100221,Tablet,0
U100222,Mobile,0
U100223,Tablet,0
U100224,Mobile,0
U100225,Smart TV,0
U100226,Mobile,0
U100227,Smart TV,1
U100228,Mobile,0
U100229,Laptop,0
U100230,Smart TV,0
U100231,Tablet,0
U100232,Smart TV,0
U100233,Mobile,1
U100234,Tablet,0
U100235,Laptop,0
U100236,Mobile,0
U100237,Mobile,0
U100238,Laptop,1
U100239,Smart TV,0
U100240,Mobile,1
U100241,Mobile,1
U100242,Laptop,1
U100243,Laptop,0
U100244,Mobile,0
U100245,Tablet,1
U100246,Mobile,1
U100247,Tablet,0
U100248,Smart TV,0
U100249,Smart TV,0
U100250,Mobile,1
U100251,Mobile,0
U100252,Laptop,0
U100253,Laptop,0
U100254,Mobile,1
U100255,Smart TV,0
U100256,Mobile,0
U100257,Smart TV,0
U100258,Smart TV,0
U100259,Smart TV,0
U100260,Laptop,0
U100261,Tablet,0
U100262,Tablet,0
U100263,Mobile,0
U100264,Tablet,1
U100265,Laptop,0
U100266,Laptop,0
U100267,Smart TV,0
U100268,Mobile,0
U100269,Tablet,0
U100270,Laptop,0
U100271,Smart TV,0
U100272,Tablet,0
U100273,Mobile,0
U100274,Laptop,0
U100275,Laptop,1
U100276,Laptop,0
U100277,Laptop,1
U100278,Smart TV,0
U100279,Mobile,0
U100280,Tablet,0
U100281,Tablet,0
U100282,Tablet,0
U100283,Tablet,0
U100284,Mobile,1
U100285,Smart TV,0
U100286,Mobile,0
U100287,Tablet,1
U100288,Laptop,0
U100289,Laptop,0
U100290,Mobile,0
U100291,Mobile,0
U100292,Tablet,0
U100293,Smart TV,1
U100294,Laptop,0
U100295,Mobile,0
U100296,Smart TV,0
U100297,Mobile,1
U100298,Tablet,0
U100299,Tablet,0
U100300,Smart TV,0
U100301,Tablet,1
U100302,Smart TV,0
U100303,Smart TV,0
U100304,Tablet,1
U100305,Mobile,0
U100306,Smart TV,0
U100307,Mobile,0
U100308,Smart TV,1
U100309,Smart TV,0
U100310,Smart TV,0
U100311,Laptop,0
U100312,Mobile,0
U100313,Laptop,0
U100314,Laptop,0
U100315,Mobile,0
U100316,Laptop,0
U100317,Laptop,0
U100318,Mobile,0
U100319,Smart TV,0
U100320,Laptop,0
U100321,Mobile,0
U100322,Laptop,0
U100323,Laptop,0
U100324,Smart TV,0
U100325,Tablet,0
U100326,Mobile,0
U100327,Mobile,0
U100328,Mobile,0
U100329,Mobile,0
U100330,Tablet,0
U100331,Mobile,0
U100332,Tablet,0
U100333,Tablet,0
U100334,Smart TV,0
U100335,Mobile,0
U100336,Smart TV,1
U100337,Mobile,0
U100338,Smart TV,0
U100339,Smart TV,0
U100340,Smart TV,0
U100341,Mobile,0
U100342,Laptop,0
U100343,Laptop,0
U100344,Smart TV,0
U100345,Laptop,1
U100346,Laptop,1
U100347,Tablet,0
U100348,Smart TV,0
U100349,Mobile,0
U100350,Laptop,1
U100351,Tablet,0
U100352,Laptop,0
U100353,Smart TV,0
U100354,Tablet,0
U100355,Tablet,0
U100356,Smart TV,0
U100357,Tablet,0
U100358,Laptop,0
U100359,Mobile,0
U100360,Laptop,0
U100361,Laptop,0
U100362,Tablet,1
U100363,Mobile,1
U100364,Mobile,1
U100365,Tablet,1
U100366,Smart TV,0
U100367,Mobile,0
U100368,Tablet,0
U100369,Mobile,0
U100370,Mobile,1
U100371,Laptop,0
U100372,Tablet,1
U100373,Smart TV,0
U100374,Laptop,0
U100375,Mobile,1
U100376,Smart TV,0
U100377,Smart TV,0
U100378,Smart TV,0
U100379,Smart TV,1
U100380,Laptop,1
U100381,Mobile,0
U100382,Smart TV,0
U100383,Laptop,0
U100384,Smart TV,0
U100385,Smart TV,0
U100386,Smart TV,0
U100387,Tablet,0
U100388,Smart TV,0
U100389,Mobile,0
U100390,Mobile,1
U100391,Tablet,1
U100392,Tablet,1
U100393,Smart TV,0
U100394,Smart TV,0
U100395,Laptop,0
U100396,Tablet,0
U100397,Laptop,0
U100398,Mobile,0
U100399,Smart TV,0
U100400,Laptop,1
U100401,Laptop,0
U100402,Mobile,0
U100403,Tablet,0
U100404,Mobile,1
U100405,Tablet,0
U100406,Laptop,0
U100407,Tablet,1
U100408,Tablet,0
U100409,Laptop,0
U100410,Smart TV,0
U100411,Tablet,1
U100412,Smart TV,0
U100413,Mobile,0
U100414,Tablet,0
U100415,Laptop,1
U100416,Mobile,0
U100417,Tablet,0
U100418,Smart TV,0
U100419,Smart TV,0
U100420,Smart TV,0
U100421,Laptop,0
U100422,Tablet,0
U100423,Laptop,0
U100424,Smart TV,0
U100425,Mobile,0
U100426,Mobile,0
U100427,Mobile,0
U100428,Laptop,1
U100429,Smart TV,0
U100430,Tablet,1
U100431,Mobile,0
U100432,Laptop,1
U100433,Mobile,0
U100434,Mobile,0
U100435,Smart TV,0
U100436,Mobile,1
U100437,Mobile,0
U100438,Smart TV,0
U100439,Smart TV,0
U100440,Mobile,0
U100441,Mobile,1
U100442,Tablet,0
U100443,Tablet,0
U100444,Laptop,0
U100445,Laptop,0
U100446,Smart TV,0
U100447,Tablet,0
U100448,Smart TV,0
U100449,Mobile,1
U100450,Tablet,0
U100451,Laptop,1
U100452,Tablet,0
U100453,Mobile,1
U100454,Laptop,0
U100455,Laptop,0
U100456,Laptop,1
U100457,Laptop,0
U100458,Mobile,0
U100459,Tablet,0
U100460,Tablet,0
U100461,Mobile,0
U100462,Laptop,1
U100463,Laptop,0
U100464,Laptop,0
U100465,Tablet,1
U100466,Laptop,0
U100467,Laptop,1
U100468,Tablet,0
U100469,Mobile,1
U100470,Smart TV,0
U100471,Smart TV,0
U100472,Smart TV,0
U100473,Tablet,0
U100474,Smart TV,0
U100475,Tablet,1
U100476,Laptop,0
U100477,Smart TV,1
U100478,Smart TV,0
U100479,Laptop,0
U100480,Smart TV,1
U100481,Laptop,1
U100482,Mobile,1
U100483,Tablet,0
U100484,Laptop,0
U100485,Tablet,0
U100486,Laptop,1
U100487,Tablet,1
U100488,Mobile,0
U100489,Tablet,0
U100490,Tablet,1
U100491,Tablet,0
U100492,Tablet,1
U100493,Tablet,0
U100494,Smart TV,0
U100495,Laptop,1
U100496,Smart TV,0
U100497,Mobile,0
U100498,Smart TV,0
U100499,Smart TV,0
U100500,Smart TV,0
U100501,Tablet,0
U100502,Tablet,0
U100503,Laptop,1
U100504,Mobile,0
U100505,Mobile,0
U100506,Smart TV,0
U100507,Smart TV,1
U100508,Tablet,0
U100509,Mobile,0
U100510,Tablet,0
U100511,Tablet,0
U100512,Laptop,0
U100513,Mobile,0
U100514,Laptop,0
U100515,Tablet,0
U100516,Mobile,0
U100517,Smart TV,0
U100518,Mobile,0
U100519,Smart TV,0
U100520,Laptop,0
U100521,Mobile,1
U100522,Mobile,0
U100523,Mobile,0
U100524,Tablet,1
U100525,Smart TV,0
U100526,Laptop,1
U100527,Smart TV,0
U100528,Mobile,0
U100529,Smart TV,0
U100530,Mobile,0
U100531,Mobile,0
U100532,Tablet,0
U100533,Tablet,0
U100534,Mobile,0
U100535,Tablet,0
U100536,Laptop,0
U100537,Tablet,1
U100538,Smart TV,0
U100539,Smart TV,1
U100540,Laptop,0
U100541,Smart TV,0
U100542,Smart TV,0
U100543,Laptop,0
U100544,Smart TV,0
U100545,Laptop,0
U100546,Smart TV,0
U100547,Laptop,1
U100548,Mobile,0
U100549,Laptop,0
U100550,Mobile,0
U100551,Tablet,0
U100552,Laptop,1
U100553,Mobile,0
U100554,Smart TV,0
U100555,Mobile,0
U100556,Laptop,0
U100557,Smart TV,0
U100558,Smart TV,0
U100559,Tablet,0
U100560,Laptop,0
U100561,Tablet,0
U100562,Laptop,1
U100563,Mobile,0
U100564,Laptop,0
U100565,Tablet,0
U100566,Tablet,0
U100567,Mobile,0
U100568,Laptop,1
U100569,Tablet,0
U100570,Smart TV,1
U100571,Mobile,0
U100572,Mobile,0
U100573,Tablet,0
U100574,Mobile,0
U100575,Mobile,1
U100576,Tablet,0
U100577,Mobile,0
U100578,Laptop,0
U100579,Laptop,1
U100580,Mobile,1
U100581,Smart TV,0
U100582,Mobile,0
U100583,Smart TV,0
U100584,Smart TV,0
U100585,Smart TV,0
U100586,Laptop,1
U100587,Smart TV,0
U100588,Laptop,1
U100589,Mobile,0
U100590,Smart TV,0
U100591,Mobile,0
U100592,Smart TV,1
U100593,Laptop,0
U100594,Laptop,0
U100595,Tablet,0
U100596,Mobile,0
U100597,Tablet,0
U100598,Tablet,1
U100599,Mobile,0
U100600,Smart TV,0
U100601,Smart TV,0
U100602,Tablet,0
U100603,Laptop,0
U100604,Mobile,0
U100605,Laptop,0
U100606,Mobile,0
U100607,Tablet,0
U100608,Smart TV,0
U100609,Tablet,0
U100610,Tablet,0
U100611,Laptop,0
U100612,Mobile,0
U100613,Mobile,0
U100614,Smart TV,0
U100615,Tablet,0
U100616,Mobile,0
U100617,Smart TV,0
U100618,Laptop,0
U100619,Tablet,0
U100620,Tablet,0
U100621,Smart TV,0
U100622,Tablet,0
U100623,Mobile,0
U100624,Smart TV,0
U100625,Tablet,0
U100626,Smart TV,0
U100627,Tablet,0
U100628,Mobile,0
U100629,Smart TV,1
U100630,Smart TV,0
U100631,Smart TV,0
U100632,Laptop,0
U100633,Smart TV,0
U100634,Laptop,0
U100635,Mobile,0
U100636,Tablet,0
U100637,Mobile,0
U100638,Tablet,0
U100639,Tablet,0
U100640,Tablet,0
U100641,Mobile,0
U100642,Mobile,0
U100643,Mobile,0
U100644,Tablet,0
U100645,Laptop,0
U100646,Tablet,0
U100647,Mobile,0
U100648,Smart TV,0
U100649,Tablet,0
U100650,Smart TV,0
U100651,Smart TV,0
U100652,Mobile,0
U100653,Smart TV,0
U100654,Tablet,0
U100655,Smart TV,0
U100656,Smart TV,0
U100657,Laptop,0
U100658,Smart TV,1
U100659,Smart TV,0
U100660,Tablet,0
U100661,Tablet,0
U100662,Mobile,0
U100663,Smart TV,0
U100664,Mobile,0
U100665,Smart TV,0
U100666,Laptop,0
U100667,Tablet,0
U100668,Smart TV,1
U100669,Tablet,0
U100670,Tablet,0
U100671,Smart TV,0
U100672,Laptop,1
U100673,Smart TV,0
U100674,Smart TV,0
U100675,Laptop,0
U100676,Laptop,0
U100677,Mobile,0
U100678,Smart TV,1
U100679,Tablet,0
U100680,Laptop,0
U100681,Mobile,0
U100682,Mobile,1
U100683,Smart TV,0
U100684,Tablet,0
U100685,Smart TV,0
U100686,Smart TV,1
U100687,Tablet,0
U100688,Mobile,0
U100689,Mobile,1
U100690,Tablet,0
U100691,Laptop,1
U100692,Tablet,0
U100693,Mobile,0
U100694,Smart TV,0
U100695,Mobile,0
U100696,Laptop,0
U100697,Mobile,1
U100698,Laptop,0
U100699,Laptop,0
U100700,Smart TV,0
U100701,Mobile,0
U100702,Mobile,0
U100703,Tablet,0
U100704,Smart TV,0
U100705,Laptop,0
U100706,Smart TV,1
U100707,Smart TV,0
U100708,Tablet,0
U100709,Tablet,0
U100710,Tablet,0
U100711,Mobile,1
U100712,Smart TV,0
U100713,Laptop,0
U100714,Mobile,1
U100715,Laptop,1
U100716,Smart TV,0
U100717,Laptop,0
U100718,Smart TV,0
U100719,Tablet,0
U100720,Mobile,0
U100721,Tablet,0
U100722,Laptop,0
U100723,Mobile,1
U100724,Laptop,1
U100725,Mobile,1
U100726,Laptop,0
U100727,Laptop,1
U100728,Laptop,0
U100729,Laptop,0
U100730,Smart TV,0
U100731,Tablet,0
U100732,Tablet,0
U100733,Laptop,0
U100734,Laptop,0
U100735,Mobile,0
U100736,Smart TV,0
U100737,Tablet,0
U100738,Laptop,0
U100739,Tablet,0
U100740,Tablet,0
U100741,Smart TV,0
U100742,Tablet,1
U100743,Tablet,0
U100744,Mobile,0
U100745,Smart TV,0
U100746,Laptop,0
U100747,Mobile,1
U100748,Laptop,1
U100749,Smart TV,0
U100750,Mobile,0
U100751,Tablet,0
U100752,Laptop,1
U100753,Laptop,0
U100754,Tablet,0
U100755,Tablet,0
U100756,Tablet,1
U100757,Mobile,1
U100758,Laptop,0
U100759,Smart TV,1
U100760,Laptop,0
U100761,Laptop,0
U100762,Laptop,1
U100763,Mobile,0
U100764,Tablet,0
U100765,Mobile,0
U100766,Tablet,1
U100767,Smart TV,0
U100768,Laptop,0
U100769,Smart TV,0
U100770,Laptop,1
U100771,Mobile,0
U100772,Smart TV,1
U100773,Laptop,0
U100774,Mobile,0
U100775,Tablet,0
U100776,Tablet,0
U100777,Laptop,1
U100778,Tablet,0
U100779,Mobile,0
U100780,Smart TV,0
U100781,Tablet,0
U100782,Laptop,0
U100783,Tablet,0
U100784,Mobile,0
U100785,Mobile,0
U100786,Mobile,0
U100787,Laptop,0
U100788,Smart TV,1
U100789,Laptop,1
U100790,Smart TV,0
U100791,Tablet,1
U100792,Smart TV,0
U100793,Smart TV,0
U100794,Laptop,0
U100795,Mobile,0
U100796,Tablet,1
U100797,Laptop,1
U100798,Mobile,1
U100799,Smart TV,0
U100800,Mobile,0
U100801,Tablet,0
U100802,Laptop,0
U100803,Mobile,0
U100804,Mobile,0
U100805,Laptop,0
U100806,Mobile,0
U100807,Laptop,0
U100808,Laptop,0
U100809,Tablet,1
U100810,Tablet,0
U100811,Mobile,0
U100812,Tablet,0
U100813,Smart TV,0
U100814,Laptop,0
U100815,Smart TV,1
U100816,Laptop,0
U100817,Tablet,0
U100818,Laptop,0
U100819,Smart TV,0
U100820,Smart TV,0
U100821,Mobile,0
U100822,Tablet,0
U100823,Laptop,0
U100824,Mobile,0
U100825,Smart TV,0
U100826,Laptop,0
U100827,Mobile,0
U100828,Smart TV,1
U100829,Tablet,0
U100830,Mobile,0
U100831,Laptop,0
U100832,Tablet,0
U100833,Tablet,0
U100834,Mobile,0
U100835,Mobile,1
U100836,Tablet,0
U100837,Tablet,0
U100838,Mobile,0
U100839,Tablet,0
U100840,Tablet,0
U100841,Smart TV,1
U100842,Smart TV,0
U100843,Smart TV,0
U100844,Tablet,1
U100845,Smart TV,0
U100846,Mobile,0
U100847,Mobile,0
U100848,Mobile,0
U100849,Laptop,0
U100850,Tablet,0
U100851,Smart TV,0
U100852,Laptop,0
U100853,Tablet,0
U100854,Smart TV,1
U100855,Mobile,0
U100856,Tablet,0
U100857,Mobile,1
U100858,Smart TV,1
U100859,Laptop,0
U100860,Mobile,0
U100861,Tablet,0
U100862,Laptop,1
U100863,Tablet,0
U100864,Smart TV,0
U100865,Tablet,0
U100866,Tablet,0
U100867,Mobile,0
U100868,Smart TV,0
U100869,Smart TV,0
U100870,Smart TV,1
U100871,Mobile,0
U100872,Smart TV,0
U100873,Mobile,0
U100874,Tablet,0
U100875,Laptop,0
U100876,Tablet,0
U100877,Smart TV,0
U100878,Tablet,0
U100879,Smart TV,0
U100880,Tablet,1
U100881,Mobile,0
U100882,Mobile,0
U100883,Laptop,1
U100884,Mobile,0
U100885,Tablet,0
U100886,Mobile,0
U100887,Tablet,0
U100888,Smart TV,0
U100889,Smart TV,0
U100890,Mobile,0
U100891,Smart TV,0
U100892,Smart TV,0
U100893,Mobile,0
U100894,Smart TV,0
U100895,Laptop,0
U100896,Mobile,0
U100897,Smart TV,0
U100898,Mobile,0
U100899,Mobile,0
U100900,Mobile,0
U100901,Laptop,0
U100902,Tablet,0
U100903,Smart TV,0
U100904,Tablet,1
U100905,Laptop,1
U100906,Mobile,0
U100907,Smart TV,0
U100908,Smart TV,0
U100909,Laptop,0
U100910,Smart TV,0
U100911,Tablet,0
U100912,Mobile,0
U100913,Laptop,0
U100914,Laptop,1
U100915,Laptop,0
U100916,Tablet,1
U100917,Laptop,0
U100918,Smart TV,1
U100919,Mobile,0
U100920,Smart TV,0
U100921,Smart TV,0
U100922,Laptop,0
U100923,Laptop,0
U100924,Laptop,0
U100925,Laptop,0
U100926,Tablet,0
U100927,Laptop,0
U100928,Tablet,0
U100929,Tablet,0
U100930,Tablet,0
U100931,Smart TV,0
U100932,Mobile,0
U100933,Mobile,0
U100934,Mobile,1
U100935,Mobile,0
U100936,Tablet,0
U100937,Laptop,0
U100938,Mobile,0
U100939,Smart TV,1
U100940,Mobile,0
U100941,Tablet,0
U100942,Mobile,0
U100943,Mobile,0
U100944,Laptop,0
U100945,Mobile,1
U100946,Tablet,0
U100947,Laptop,1
U100948,Smart TV,0
U100949,Tablet,0
U100950,Tablet,1
U100951,Laptop,0
U100952,Tablet,0
U100953,Tablet,0
U100954,Tablet,0
U100955,Laptop,0
U100956,Laptop,0
U100957,Laptop,0
U100958,Mobile,0
U100959,Tablet,0
U100960,Smart TV,0
U100961,Laptop,0
U100962,Mobile,0
U100963,Mobile,0
U100964,Smart TV,0
U100965,Mobile,0
U100966,Smart TV,0
U100967,Smart TV,0
U100968,Smart TV,0
U100969,Mobile,0
U100970,Laptop,1
U100971,Smart TV,0
U100972,Smart TV,1
U100973,Laptop,0
U100974,Smart TV,0
U100975,Smart TV,0
U100976,Smart TV,0
U100977,Mobile,0
U100978,Smart TV,0
U100979,Smart TV,1
U100980,Smart TV,0
U100981,Laptop,0
U100982,Smart TV,0
U100983,Smart TV,0
U100984,Smart TV,0
U100985,Tablet,1
U100986,Mobile,0
U100987,Mobile,1
U100988,Laptop,0
U100989,Tablet,0
U100990,Laptop,0
U100991,Tablet,1
U100992,Laptop,0
U100993,Tablet,0
U100994,Smart TV,0
U100995,Tablet,0
U100996,Laptop,0
U100997,Mobile,1
U100998,Tablet,0
U100999,Mobile,0
U101000,Smart TV,0
U101001,Tablet,0
U101002,Tablet,1
U101003,Laptop,0
U101004,Laptop,0
U101005,Mobile,0
U101006,Tablet,0
U101007,Laptop,0
U101008,Mobile,1
U101009,Smart TV,1
U101010,Mobile,0
U101011,Tablet,0
U101012,Smart TV,0
U101013,Tablet,0
U101014,Tablet,0
U101015,Smart TV,0
U101016,Mobile,0
U101017,Smart TV,0
U101018,Tablet,0
U101019,Mobile,0
U101020,Tablet,0
U101021,Tablet,0
U101022,Tablet,0
U101023,Laptop,0
U101024,Smart TV,0
U101025,Laptop,0
U101026,Mobile,0
U101027,Tablet,0
U101028,Tablet,1
U101029,Smart TV,0
U101030,Mobile,0
U101031,Laptop,0
U101032,Smart TV,1
U101033,Tablet,0
U101034,Tablet,0
U101035,Laptop,0
U101036,Tablet,1
U101037,Smart TV,0
U101038,Mobile,1
U101039,Mobile,1
U101040,Smart TV,0
U101041,Mobile,0
U101042,Mobile,1
U101043,Tablet,1
U101044,Laptop,0
U101045,Smart TV,0
U101046,Laptop,0
U101047,Mobile,0
U101048,Tablet,0
U101049,Smart TV,0
U101050,Smart TV,0
U101051,Laptop,0
U101052,Laptop,1
U101053,Smart TV,1
U101054,Mobile,0
U101055,Mobile,0
U101056,Tablet,0
U101057,Tablet,1
U101058,Smart TV,0
U101059,Smart TV,1
U101060,Tablet,0
U101061,Smart TV,0
U101062,Mobile,0
U101063,Tablet,1
U101064,Laptop,0
U101065,Laptop,0
U101066,Laptop,0
U101067,Laptop,0
U101068,Tablet,1
U101069,Smart TV,0
U101070,Smart TV,0
U101071,Laptop,0
U101072,Laptop,1
U101073,Mobile,0
U101074,Smart TV,0
U101075,Tablet,0
U101076,Smart TV,0
U101077,Mobile,1
U101078,Laptop,0
U101079,Mobile,0
U101080,Tablet,0
U101081,Tablet,0
U101082,Smart TV,0
U101083,Smart TV,0
U101084,Laptop,0
U101085,Smart TV,1
U101086,Smart TV,0
U101087,Smart TV,1
U101088,Tablet,0
U101089,Tablet,0
U101090,Smart TV,0
U101091,Laptop,0
U101092,Smart TV,0
U101093,Laptop,0
U101094,Smart TV,1
U101095,Laptop,0
U101096,Tablet,0
U101097,Smart TV,1
U101098,Mobile,0
U101099,Tablet,0
U101100,Mobile,0
U101101,Mobile,0
U101102,Smart TV,0
U101103,Tablet,0
U101104,Smart TV,0
U101105,Tablet,0
U101106,Tablet,0
U101107,Smart TV,0
U101108,Mobile,0
U101109,Laptop,0
U101110,Smart TV,1
U101111,Laptop,0
U101112,Laptop,0
U101113,Mobile,1
U101114,Laptop,1
U101115,Tablet,1
U101116,Mobile,0
U101117,Laptop,0
U101118,Laptop,0
U101119,Laptop,0
U101120,Laptop,1
U101121,Tablet,1
U101122,Mobile,0
U101123,Smart TV,0
U101124,Tablet,0
U101125,Mobile,0
U101126,Tablet,0
U101127,Smart TV,1
U101128,Mobile,0
U101129,Laptop,0
U101130,Tablet,1
U101131,Laptop,0
U101132,Tablet,0
U101133,Laptop,1
U101134,Smart TV,0
U101135,Smart TV,1
U101136,Mobile,1
U101137,Laptop,0
U101138,Tablet,0
U101139,Laptop,0
U101140,Tablet,0
U101141,Mobile,0
U101142,Tablet,0
U101143,Smart TV,0
U101144,Laptop,0
U101145,Mobile,1
U101146,Mobile,0
U101147,Laptop,0
U101148,Mobile,0
U101149,Smart TV,0
U101150,Mobile,0
U101151,Laptop,0
U101152,Laptop,0
U101153,Mobile,0
U101154,Smart TV,0
U101155,Smart TV,0
U101156,Tablet,1
U101157,Mobile,0
U101158,Laptop,0
U101159,Laptop,1
U101160,Smart TV,0
U101161,Tablet,0
U101162,Smart TV,0
U101163,Laptop,0
U101164,Smart TV,0
U101165,Mobile,0
U101166,Tablet,0
U101167,Smart TV,0
U101168,Tablet,0
U101169,Laptop,0
U101170,Tablet,0
U101171,Smart TV,0
U101172,Laptop,1
U101173,Smart TV,0
U101174,Mobile,0
U101175,Mobile,0
U101176,Smart TV,1
U101177,Tablet,1
U101178,Mobile,1
U101179,Laptop,0
U101180,Smart TV,0
U101181,Tablet,0
U101182,Mobile,0
U101183,Mobile,0
U101184,Smart TV,0
U101185,Mobile,0
U101186,Tablet,0
U101187,Tablet,0
U101188,Tablet,0
U101189,Tablet,1
U101190,Tablet,0
U101191,Mobile,0
U101192,Laptop,0
U101193,Smart TV,1
U101194,Tablet,0
U101195,Mobile,0
U101196,Mobile,1
U101197,Tablet,0
U101198,Mobile,0
U101199,Mobile,0
U101200,Smart TV,0
U101201,Tablet,1
U101202,Mobile,0
U101203,Smart TV,0
U101204,Smart TV,1
U101205,Smart TV,0
U101206,Tablet,1
U101207,Smart TV,0
U101208,Mobile,0
U101209,Smart TV,1
U101210,Mobile,1
U101211,Smart TV,0
U101212,Smart TV,0
U101213,Mobile,0
U101214,Laptop,0
U101215,Mobile,0
U101216,Tablet,0
U101217,Smart TV,0
U101218,Laptop,1
U101219,Laptop,1
U101220,Mobile,0
U101221,Tablet,0
U101222,Mobile,0
U101223,Smart TV,0
U101224,Smart TV,0
U101225,Tablet,1
U101226,Tablet,0
U101227,Smart TV,0
U101228,Smart TV,1
U101229,Mobile,0
U101230,Mobile,0
U101231,Mobile,0
U101232,Tablet,0
U101233,Tablet,1
U101234,Smart TV,0
U101235,Laptop,0
U101236,Mobile,0
U101237,Laptop,1
U101238,Mobile,0
U101239,Laptop,1
