user_id,favorite_genre,avg_watch_time_minutes,churned_id
U100298,Documentary,146,0
U100299,Action,79,0
U100300,Comedy,174,0
U100301,Comedy,160,1
U100302,Romance,197,0
U100303,Thriller,234,0
U100304,Comedy,282,1
U100305,Comedy,36,0
U100306,Thriller,271,0
U100307,Romance,116,0
U100308,Sci-Fi,223,1
U100309,Documentary,287,0
U100310,Thriller,239,0
U100311,Drama,292,0
U100312,Thriller,78,0
U100313,Drama,185,0
U100314,Documentary,181,0
U100315,Documentary,255,0
U100316,Action,283,0
U100317,Action,45,0
U100318,Comedy,102,0
U100319,Thriller,275,0
U100320,Horror,254,0
U100321,Action,120,0
U100322,Drama,155,0
U100323,Romance,144,0
U100324,Horror,268,0
U100325,Thriller,85,0
U100326,Drama,186,0
U100327,Drama,194,0
U100328,Action,68,0
U100329,Horror,174,0
U100330,Comedy,139,0
U100331,Thriller,264,0
U100332,Sci-Fi,298,0
U100333,Thriller,25,0
U100334,Sci-Fi,285,0
U100335,Action,133,0
U100336,Documentary,206,1
U100337,Documentary,123,0
U100338,Horror,229,0
U100339,Documentary,11,0
U100340,Romance,113,0
U100341,Action,257,0
U100342,Thriller,21,0
U100343,Comedy,41,0
U100344,Drama,229,0
U100345,Action,201,1
U100346,Thriller,205,1
U100347,Drama,50,0
U100348,Comedy,225,0
U100349,Sci-Fi,129,0
U100350,Thriller,86,1
U100351,Documentary,297,0
U100352,Thriller,38,0
U100353,Horror,175,0
U100354,Romance,41,0
U100355,Romance,200,0
U100356,Sci-Fi,91,0
U100357,Romance,130,0
U100358,Action,272,0
U100359,Romance,113,0
U100360,Thriller,193,0
U100361,Documentary,267,0
U100362,Action,181,1
U100363,Comedy,61,1
U100364,Thriller,145,1
U100365,Horror,259,1
U100366,Documentary,110,0
U100367,Comedy,59,0
U100368,Action,121,0
U100369,Sci-Fi,155,0
U100370,Drama,21,1
U100371,Horror,285,0
U100372,Documentary,138,1
U100373,Comedy,56,0
U100374,Drama,95,0
U100375,Romance,204,1
U100376,Thriller,190,0
U100377,Sci-Fi,164,0
U100378,Drama,217,0
U100379,Romance,194,1
U100380,Thriller,272,1
U100381,Sci-Fi,276,0
U100382,Sci-Fi,223,0
U100383,Horror,16,0
U100384,Horror,131,0
U100385,Horror,64,0
U100386,Horror,194,0
U100387,Horror,234,0
U100388,Comedy,47,0
U100389,Documentary,110,0
U100390,Thriller,221,1
U100391,Sci-Fi,122,1
U100392,Thriller,146,1
U100393,Horror,86,0
U100394,Romance,50,0
U100395,Drama,39,0
U100396,Sci-Fi,60,0
U100397,Horror,60,0
U100398,Horror,209,0
U100399,Sci-Fi,137,0
U100400,Romance,59,1
U100401,Drama,23,0
U100402,Horror,65,0
U100403,Thriller,295,0
U100404,Thriller,201,1
U100405,Horror,163,0
U100406,Documentary,31,0
U100407,Documentary,229,1
U100408,Horror,217,0
U100409,Sci-Fi,72,0
U100410,Sci-Fi,218,0
U100411,Sci-Fi,73,1
U100412,Romance,23,0
U100413,Comedy,209,0
U100414,Thriller,86,0
U100415,Documentary,136,1
U100416,Drama,45,0
U100417,Action,123,0
U100418,Horror,299,0
U100419,Action,73,0
U100420,Drama,148,0
U100421,Drama,33,0
U100422,Thriller,178,0
U100423,Romance,174,0
U100424,Documentary,42,0
U100425,Drama,107,0
U100426,Action,253,0
U100427,Action,164,0
U100428,Drama,255,1
U100429,Horror,275,0
U100430,Drama,227,1
U100431,Comedy,63,0
U100432,Sci-Fi,123,1
U100433,Action,249,0
U100434,Horror,95,0
U100435,Horror,168,0
U100436,Romance,94,1
U100437,Documentary,60,0
U100438,Horror,47,0
U100439,Romance,209,0
U100440,Horror,37,0
U100441,Sci-Fi,149,1
U100442,Action,44,0
U100443,Comedy,236,0
U100444,Thriller,134,0
U100445,Action,21,0
U100446,Sci-Fi,252,0
U100447,Thriller,122,0
U100448,Action,186,0
U100449,Horror,299,1
U100450,Sci-Fi,42,0
U100451,Romance,134,1
U100452,Drama,135,0
U100453,Documentary,46,1
U100454,Romance,152,0
U100455,Horror,189,0
U100456,Horror,154,1
U100457,Romance,90,0
U100458,Romance,99,0
U100459,Romance,260,0
U100460,Sci-Fi,110,0
U100461,Drama,93,0
U100462,Sci-Fi,27,1
U100463,Thriller,108,0
U100464,Sci-Fi,111,0
U100465,Horror,124,1
U100466,Comedy,147,0
U100467,Drama,91,1
U100468,Horror,298,0
U100469,Horror,212,1
U100470,Thriller,181,0
U100471,Thriller,177,0
U100472,Documentary,253,0
U100473,Documentary,110,0
U100474,Documentary,121,0
U100475,Sci-Fi,249,1
U100476,Sci-Fi,132,0
U100477,Documentary,76,1
U100478,Romance,189,0
U100479,Documentary,176,0
U100480,Action,139,1
U100481,Documentary,265,1
U100482,Romance,186,1
U100483,Thriller,136,0
U100484,Documentary,189,0
U100485,Romance,296,0
U100486,Comedy,296,1
U100487,Romance,107,1
U100488,Documentary,146,0
U100489,Documentary,245,0
U100490,Horror,143,1
U100491,Sci-Fi,75,0
U100492,Sci-Fi,280,1
U100493,Documentary,198,0
U100494,Horror,152,0
U100495,Sci-Fi,42,1
U100496,Drama,74,0
U100497,Action,138,0
U100498,Drama,191,0
U100499,Documentary,60,0
U100500,Thriller,118,0
U100501,Documentary,156,0
U100502,Sci-Fi,220,0
U100503,Thriller,196,1
U100504,Documentary,268,0
U100505,Comedy,129,0
U100506,Romance,283,0
U100507,Horror,216,1
U100508,Sci-Fi,253,0
U100509,Romance,264,0
U100510,Action,136,0
U100511,Thriller,76,0
U100512,Comedy,270,0
U100513,Documentary,219,0
U100514,Action,164,0
U100515,Action,185,0
U100516,Horror,11,0
U100517,Action,171,0
U100518,Action,64,0
U100519,Documentary,55,0
U100520,Thriller,175,0
U100521,Romance,57,1
U100522,Documentary,230,0
U100523,Documentary,144,0
U100524,Action,143,1
U100525,Drama,279,0
U100526,Documentary,91,1
U100527,Comedy,11,0
U100528,Drama,273,0
U100529,Horror,35,0
U100530,Drama,99,0
U100531,Action,275,0
U100532,Sci-Fi,123,0
U100533,Drama,273,0
U100534,Documentary,260,0
U100535,Comedy,243,0
U100536,Romance,256,0
U100537,Drama,249,1
U100538,Sci-Fi,52,0
U100539,Thriller,102,1
U100540,Action,223,0
U100541,Comedy,129,0
U100542,Drama,179,0
U100543,Sci-Fi,178,0
U100544,Action,96,0
U100545,Horror,130,0
U100546,Romance,204,0
U100547,Action,51,1
U100548,Action,133,0
U100549,Drama,39,0
U100550,Thriller,213,0
U100551,Comedy,139,0
U100552,Drama,167,1
U100553,Horror,33,0
U100554,Thriller,277,0
U100555,Thriller,212,0
U100556,Documentary,64,0
U100557,Drama,245,0
U100558,Comedy,121,0
U100559,Thriller,199,0
U100560,Drama,238,0
U100561,Horror,30,0
U100562,Documentary,228,1
U100563,Romance,147,0
U100564,Comedy,124,0
U100565,Horror,244,0
U100566,Action,58,0
U100567,Horror,127,0
U100568,Comedy,88,1
U100569,Comedy,127,0
U100570,Drama,188,1
U100571,Documentary,42,0
U100572,Action,231,0
U100573,Thriller,58,0
U100574,Romance,286,0
U100575,Thriller,120,1
U100576,Comedy,139,0
U100577,Romance,229,0
U100578,Drama,129,0
U100579,Horror,217,1
U100580,Horror,101,1
U100581,Comedy,204,0
U100582,Romance,57,0
U100583,Comedy,118,0
U100584,Documentary,279,0
U100585,Comedy,106,0
U100586,Action,160,1
U100587,Romance,139,0
U100588,Documentary,116,1
U100589,Action,258,0
U100590,Comedy,211,0
U100591,Drama,207,0
U100592,Comedy,221,1
U100593,Sci-Fi,76,0
U100594,Documentary,287,0
U100595,Action,209,0
U100596,Comedy,48,0
U100597,Sci-Fi,142,0
U100598,Horror,201,1
U100599,Thriller,180,0
U100600,Action,37,0
U100601,Drama,53,0
U100602,Comedy,199,0
U100603,Thriller,40,0
U100604,Sci-Fi,138,0
U100605,Romance,272,0
U100606,Horror,116,0
U100607,Sci-Fi,119,0
U100608,Thriller,33,0
U100609,Action,23,0
U100610,Action,199,0
U100611,Horror,195,0
U100612,Horror,215,0
U100613,Romance,159,0
U100614,Drama,65,0
U100615,Documentary,257,0
U100616,Documentary,241,0
U100617,Romance,221,0
U100618,Thriller,236,0
U100619,Thriller,64,0
U100620,Sci-Fi,295,0
U100621,Documentary,92,0
U100622,Drama,223,0
U100623,Drama,82,0
U100624,Comedy,62,0
U100625,Thriller,232,0
U100626,Action,229,0
U100627,Comedy,109,0
U100628,Horror,209,0
U100629,Drama,168,1
U100630,Thriller,256,0
U100631,Horror,113,0
U100632,Comedy,76,0
U100633,Action,242,0
U100634,Action,13,0
U100635,Romance,247,0
U100636,Thriller,134,0
U100637,Drama,73,0
U100638,Documentary,103,0
U100639,Horror,57,0
U100640,Horror,97,0
U100641,Drama,137,0
U100642,Thriller,160,0
U100643,Comedy,191,0
U100644,Romance,174,0
U100645,Documentary,19,0
U100646,Romance,27,0
U100647,Thriller,204,0
U100648,Thriller,234,0
U100649,Action,207,0
U100650,Horror,231,0
U100651,Thriller,131,0
U100652,Drama,110,0
U100653,Romance,250,0
U100654,Comedy,80,0
U100655,Documentary,218,0
U100656,Comedy,82,0
U100657,Action,63,0
U100658,Thriller,172,1
U100659,Horror,54,0
U100660,Comedy,17,0
U100661,Sci-Fi,261,0
U100662,Comedy,243,0
U100663,Action,79,0
U100664,Comedy,89,0
U100665,Sci-Fi,113,0
U100666,Romance,156,0
U100667,Sci-Fi,238,0
U100668,Comedy,145,1
U100669,Documentary,228,0
U100670,Romance,215,0
U100671,Comedy,287,0
U100672,Horror,47,1
U100673,Thriller,159,0
U100674,Comedy,290,0
U100675,Documentary,42,0
U100676,Documentary,215,0
U100677,Drama,272,0
U100678,Sci-Fi,179,1
U100679,Horror,241,0
U100680,Action,289,0
U100681,Drama,33,0
U100682,Documentary,226,1
U100683,Sci-Fi,255,0
U100684,Thriller,260,0
U100685,Horror,138,0
U100686,Documentary,88,1
U100687,Drama,18,0
U100688,Documentary,60,0
U100689,Romance,204,1
U100690,Romance,250,0
U100691,Drama,96,1
U100692,Drama,122,0
U100693,Sci-Fi,54,0
U100694,Action,90,0
U100695,Documentary,139,0
U100696,Action,269,0
U100697,Sci-Fi,25,1
U100698,Documentary,109,0
U100699,Romance,240,0
U100700,Action,100,0
U100701,Comedy,86,0
U100702,Horror,250,0
U100703,Thriller,177,0
U100704,Comedy,227,0
U100705,Horror,63,0
U100706,Documentary,129,1
U100707,Drama,177,0
U100708,Drama,178,0
U100709,Documentary,257,0
U100710,Comedy,289,0
U100711,Action,221,1
U100712,Drama,161,0
U100713,Drama,51,0
U100714,Romance,27,1
U100715,Documentary,182,1
U100716,Drama,281,0
U100717,Sci-Fi,106,0
U100718,Action,73,0
U100719,Documentary,44,0
U100720,Action,146,0
U100721,Drama,42,0
U100722,Horror,62,0
U100723,Comedy,270,1
U100724,Drama,138,1
U100725,Horror,80,1
U100726,Romance,96,0
U100727,Comedy,258,1
U100728,Drama,92,0
U100729,Horror,164,0
U100730,Thriller,214,0
U100731,Horror,18,0
U100732,Thriller,18,0
U100733,Horror,249,0
U100734,Comedy,147,0
U100735,Action,232,0
U100736,Horror,80,0
U100737,Thriller,220,0
U100738,Romance,262,0
U100739,Horror,47,0
U100740,Action,117,0
U100741,Comedy,197,0
U100742,Thriller,139,1
U100743,Thriller,40,0
U100744,Action,119,0
U100745,Drama,185,0
U100746,Documentary,261,0
U100747,Drama,168,1
U100748,Sci-Fi,156,1
U100749,Romance,274,0
U100750,Drama,56,0
U100751,Sci-Fi,141,0
U100752,Horror,205,1
U100753,Comedy,153,0
U100754,Sci-Fi,56,0
U100755,Drama,83,0
U100756,Thriller,216,1
U100757,Horror,222,1
U100758,Action,267,0
U100759,Documentary,36,1
U100760,Action,206,0
U100761,Thriller,209,0
U100762,Thriller,203,1
U100763,Comedy,83,0
U100764,Comedy,97,0
U100765,Comedy,205,0
U100766,Horror,209,1
U100767,Documentary,44,0
U100768,Documentary,263,0
U100769,Drama,224,0
U100770,Romance,186,1
U100771,Action,45,0
U100772,Comedy,251,1
U100773,Action,145,0
U100774,Horror,107,0
U100775,Sci-Fi,172,0
U100776,Action,14,0
U100777,Romance,55,1
U100778,Sci-Fi,190,0
U100779,Sci-Fi,101,0
U100780,Thriller,243,0
U100781,Horror,14,0
U100782,Drama,281,0
U100783,Romance,110,0
U100784,Horror,131,0
U100785,Horror,239,0
U100786,Romance,173,0
U100787,Romance,89,0
U100788,Horror,206,1
U100789,Romance,176,1
U100790,Documentary,112,0
U100791,Romance,163,1
U100792,Horror,264,0
U100793,Drama,152,0
U100794,Sci-Fi,276,0
U100795,Documentary,109,0
U100796,Thriller,111,1
U100797,Sci-Fi,151,1
U100798,Documentary,232,1
U100799,Documentary,189,0
U100800,Romance,211,0
U100801,Sci-Fi,284,0
U100802,Drama,80,0
U100803,Action,174,0
U100804,Comedy,182,0
U100805,Horror,145,0
U100806,Documentary,58,0
U100807,Romance,291,0
U100808,Comedy,208,0
U100809,Action,261,1
U100810,Drama,232,0
U100811,Comedy,133,0
U100812,Drama,108,0
U100813,Drama,18,0
U100814,Horror,24,0
U100815,Romance,35,1
U100816,Comedy,260,0
U100817,Documentary,90,0
U100818,Action,56,0
U100819,Thriller,258,0
U100820,Thriller,13,0
U100821,Comedy,31,0
U100822,Sci-Fi,83,0
U100823,Thriller,107,0
U100824,Action,107,0
U100825,Documentary,226,0
U100826,Drama,126,0
U100827,Sci-Fi,245,0
U100828,Drama,202,1
U100829,Sci-Fi,61,0
U100830,Comedy,92,0
U100831,Documentary,60,0
U100832,Drama,258,0
U100833,Drama,79,0
U100834,Drama,41,0
U100835,Sci-Fi,184,1
U100836,Comedy,69,0
U100837,Thriller,198,0
U100838,Action,147,0
U100839,Documentary,158,0
U100840,Sci-Fi,51,0
U100841,Thriller,190,1
U100842,Drama,48,0
U100843,Sci-Fi,216,0
U100844,Documentary,258,1
U100845,Horror,50,0
U100846,Comedy,40,0
U100847,Romance,56,0
U100848,Romance,205,0
U100849,Action,216,0
U100850,Comedy,182,0
U100851,Horror,77,0
U100852,Comedy,215,0
U100853,Thriller,236,0
U100854,Comedy,284,1
U100855,Romance,183,0
U100856,Sci-Fi,283,0
U100857,Action,109,1
U100858,Romance,71,1
U100859,Action,63,0
U100860,Sci-Fi,61,0
U100861,Drama,12,0
U100862,Comedy,88,1
U100863,Sci-Fi,21,0
U100864,Drama,59,0
U100865,Romance,224,0
U100866,Drama,244,0
U100867,Romance,20,0
U100868,Romance,58,0
U100869,Sci-Fi,132,0
U100870,Drama,139,1
U100871,Thriller,228,0
U100872,Romance,235,0
U100873,Documentary,188,0
U100874,Comedy,56,0
U100875,Comedy,297,0
U100876,Thriller,51,0
U100877,Horror,239,0
U100878,Documentary,101,0
U100879,Comedy,61,0
U100880,Action,260,1
U100881,Romance,259,0
U100882,Thriller,18,0
U100883,Sci-Fi,95,1
U100884,Sci-Fi,87,0
U100885,Horror,51,0
U100886,Thriller,54,0
U100887,Sci-Fi,268,0
U100888,Horror,97,0
U100889,Thriller,25,0
U100890,Documentary,196,0
U100891,Romance,247,0
U100892,Comedy,246,0
U100893,Thriller,264,0
U100894,Horror,87,0
U100895,Comedy,259,0
U100896,Comedy,274,0
U100897,Comedy,16,0
U100898,Documentary,78,0
U100899,Documentary,67,0
U100900,Comedy,120,0
U100901,Sci-Fi,201,0
U100902,Comedy,11,0
U100903,Comedy,297,0
U100904,Drama,240,1
U100905,Horror,177,1
U100906,Documentary,22,0
U100907,Comedy,55,0
U100908,Thriller,36,0
U100909,Horror,56,0
U100910,Documentary,142,0
U100911,Documentary,258,0
U100912,Drama,146,0
U100913,Romance,84,0
U100914,Action,217,1
U100915,Comedy,246,0
U100916,Comedy,49,1
U100917,Drama,259,0
U100918,Documentary,108,1
U100919,Comedy,142,0
U100920,Horror,244,0
U100921,Action,247,0
U100922,Thriller,36,0
U100923,Thriller,36,0
U100924,Drama,142,0
U100925,Action,138,0
U100926,Comedy,127,0
U100927,Drama,224,0
U100928,Drama,215,0
U100929,Drama,36,0
U100930,Romance,55,0
U100931,Drama,265,0
U100932,Romance,132,0
U100933,Romance,140,0
U100934,Sci-Fi,271,1
U100935,Horror,61,0
U100936,Sci-Fi,289,0
U100937,Thriller,203,0
U100938,Comedy,100,0
U100939,Documentary,263,1
U100940,Horror,203,0
U100941,Comedy,221,0
U100942,Horror,250,0
U100943,Romance,249,0
U100944,Drama,233,0
U100945,Thriller,57,1
U100946,Thriller,132,0
U100947,Action,33,1
U100948,Horror,90,0
U100949,Thriller,206,0
U100950,Drama,153,1
U100951,Thriller,186,0
U100952,Thriller,92,0
U100953,Sci-Fi,139,0
U100954,Comedy,51,0
U100955,Action,104,0
U100956,Comedy,257,0
U100957,Comedy,154,0
U100958,Romance,72,0
U100959,Comedy,54,0
U100960,Drama,73,0
U100961,Romance,136,0
U100962,Sci-Fi,139,0
U100963,Sci-Fi,181,0
U100964,Comedy,281,0
U100965,Romance,107,0
U100966,Action,268,0
U100967,Romance,119,0
U100968,Documentary,50,0
U100969,Sci-Fi,164,0
U100970,Comedy,139,1
U100971,Horror,110,0
U100972,Comedy,168,1
U100973,Documentary,73,0
U100974,Action,30,0
U100975,Horror,118,0
U100976,Thriller,249,0
U100977,Thriller,23,0
U100978,Documentary,250,0
U100979,Sci-Fi,279,1
U100980,Drama,223,0
U100981,Horror,221,0
U100982,Comedy,184,0
U100983,Drama,123,0
U100984,Drama,219,0
U100985,Action,132,1
U100986,Drama,79,0
U100987,Documentary,184,1
U100988,Sci-Fi,106,0
U100989,Drama,266,0
U100990,Romance,28,0
U100991,Horror,12,1
U100992,Romance,98,0
U100993,Drama,189,0
U100994,Action,66,0
U100995,Action,114,0
U100996,Romance,95,0
U100997,Action,40,1
U100998,Sci-Fi,79,0
U100999,Action,64,0
U101000,Comedy,162,0
U101001,Romance,52,0
U101002,Thriller,189,1
U101003,Sci-Fi,33,0
U101004,Documentary,187,0
U101005,Drama,295,0
U101006,Sci-Fi,98,0
U101007,Sci-Fi,66,0
U101008,Drama,274,1
U101009,Horror,121,1
U101010,Documentary,54,0
U101011,Romance,98,0
U101012,Action,213,0
U101013,Thriller,288,0
U101014,Drama,66,0
U101015,Comedy,124,0
U101016,Comedy,214,0
U101017,Sci-Fi,290,0
U101018,Comedy,140,0
U101019,Romance,94,0
U101020,Romance,99,0
U101021,Romance,227,0
U101022,Documentary,163,0
U101023,Action,184,0
U101024,Comedy,192,0
U101025,Sci-Fi,176,0
U101026,Comedy,266,0
U101027,Action,261,0
U101028,Drama,190,1
U101029,Comedy,19,0
U101030,Drama,85,0
U101031,Comedy,184,0
U101032,Documentary,42,1
U101033,Romance,143,0
U101034,Horror,38,0
U101035,Action,297,0
U101036,Sci-Fi,165,1
U101037,Horror,36,0
U101038,Drama,148,1
U101039,Documentary,232,1
U101040,Thriller,288,0
U101041,Horror,30,0
U101042,Documentary,39,1
U101043,Horror,248,1
U101044,Documentary,107,0
U101045,Drama,178,0
U101046,Drama,131,0
U101047,Comedy,200,0
U101048,Thriller,96,0
U101049,Drama,110,0
U101050,Romance,239,0
U101051,Horror,62,0
U101052,Action,229,1
U101053,Drama,177,1
U101054,Action,211,0
U101055,Thriller,172,0
U101056,Comedy,97,0
U101057,Romance,196,1
U101058,Romance,229,0
U101059,Sci-Fi,270,1
U101060,Drama,106,0
U101061,Documentary,182,0
U101062,Comedy,119,0
U101063,Documentary,70,1
U101064,Thriller,200,0
U101065,Comedy,88,0
U101066,Sci-Fi,264,0
U101067,Documentary,189,0
U101068,Romance,127,1
U101069,Action,90,0
U101070,Thriller,210,0
U101071,Sci-Fi,95,0
U101072,Sci-Fi,151,1
U101073,Action,20,0
U101074,Horror,238,0
U101075,Thriller,245,0
U101076,Sci-Fi,254,0
U101077,Documentary,149,1
U101078,Sci-Fi,108,0
U101079,Sci-Fi,40,0
U101080,Sci-Fi,198,0
U101081,Action,95,0
U101082,Drama,197,0
U101083,Thriller,37,0
U101084,Romance,131,0
U101085,Drama,219,1
U101086,Comedy,257,0
U101087,Romance,118,1
U101088,Horror,29,0
U101089,Romance,55,0
U101090,Action,94,0
U101091,Sci-Fi,67,0
U101092,Action,204,0
U101093,Horror,119,0
U101094,Sci-Fi,268,1
